age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
63,retired,divorced,primary,no,109,no,no,cellular,10,nov,2,-1,0,unknown,yes
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,4,-1,0,unknown,yes
54,entrepreneur,married,tertiary,no,0,no,no,cellular,30,jul,5,-1,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,18,jun,1,-1,0,unknown,no
44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,3,-1,0,unknown,no
31,student,single,tertiary,no,4951,no,no,cellular,28,jun,3,-1,0,unknown,no
22,student,single,secondary,no,381,no,no,cellular,12,feb,1,-1,0,unknown,yes
40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,2,-1,0,unknown,no
63,retired,married,secondary,no,474,no,no,cellular,25,jan,1,-1,0,unknown,yes
33,technician,married,secondary,no,480,yes,no,cellular,30,jan,1,270,1,other,no
34,management,married,tertiary,no,676,no,no,telephone,11,nov,1,-1,0,unknown,yes
44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,1,99,1,failure,yes
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,1,225,2,success,yes
32,technician,single,unknown,no,491,no,no,cellular,8,oct,2,91,7,success,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,1,181,3,failure,yes
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,3,330,1,failure,yes
49,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,3,-1,0,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,6,may,1,-1,0,unknown,no
37,management,single,tertiary,no,8828,no,no,unknown,12,jun,3,-1,0,unknown,yes
43,unemployed,married,secondary,no,553,no,no,telephone,4,feb,1,-1,0,unknown,no
